"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"CellCycle_Reg",-1.59350492634289,0.559943810123511,-2.6909746275511,-0.496035225134671,0.0044295827486054,0,0.987902401867546,0.478394936849384
"ADO_Sidders",-1.23311701509488,0.526702566159777,-2.26543507533286,-0.200798954856889,0.0192217724850413,0,0.566924103324169,0.58731725009251
"Bcell_Helmink",-1.65599913964469,0.679806877696032,-2.98839613637154,-0.323602142917842,0.0148513134901839,0,0.683337258494995,0.58731725009251
"Bcells_Danaher",-0.780293289112594,0.340047127461069,-1.44677341198259,-0.113813166242599,0.0217524907441671,0,0.836481412408234,0.58731725009251
"Homologous_recombination",-1.20512991810479,0.555853823264593,-2.29458339237229,-0.115676443837299,0.0301533720051553,0,0.753063644593523,0.651312835311354
"APM_Thompson",-1.17255221870637,0.693955375290573,-2.53267976115387,0.187575323741129,0.0910920326319486,0.612765992412538,0.0242166645813849,0.756787014394591
"Bcell_Budczies",-0.55350894991096,0.276497943005809,-1.09543496000175,-0.0115829398201663,0.0453002662969683,0,0.737412919347198,0.756787014394591
"Bcells_Rooney",-0.628199061706642,0.322114751550221,-1.25953237363414,0.00313425022085778,0.0511482641789418,0,0.662255367624151,0.756787014394591
"Blood_Friedlander",-1.11072984052256,0.647238431580268,-2.37929385583008,0.157834174784954,0.0861426193452226,0,0.57181066382929,0.756787014394591
"DDR",-1.19378880385363,0.699535287446141,-2.56485277316294,0.177275165455676,0.0879065605500009,0,0.737983959642753,0.756787014394591
"IRG_Yang",-1.52389800451167,0.901901019467304,-3.29159152028755,0.243795511264203,0.0910947332141638,0,0.560340976999834,0.756787014394591
"Tcells_Bindea",-0.546507364445402,0.316965365728631,-1.16774806562008,0.0747333367292805,0.0846742032765173,0,0.994660486618719,0.756787014394591
"Tcells_Danaher",-0.550138076434834,0.290349376293822,-1.11921239690439,0.0189362440347239,0.0581261712398836,0,0.936282703304388,0.756787014394591
"Tcm_Bindea",-1.38996790868054,0.845526498496284,-3.04716939370752,0.267233576346435,0.1001951747876,0,0.844723393721353,0.772934205504341
"Base_excision_repair",-0.966430377434585,0.601460330195096,-2.14527096274654,0.212410207877372,0.108096818513899,0.180280270392008,0.296643374090553,0.778297093300072
"APM_Wang",-0.643583431690225,0.638765152253494,-1.89554012468632,0.608373261305868,0.313673849193463,0.611412083708404,0.0246565194215899,0.814209883177112
"CCL5-CXCL9_Dangaj",-0.339007163986399,0.304032237746249,-0.934899400108165,0.256885072135367,0.264834609287117,0,0.975881517769935,0.814209883177112
"CD39-CD8Tcell_Chow",-0.453630506908436,0.318256745016746,-1.07740226497821,0.170141251161334,0.154053098292654,0,0.966924869774818,0.814209883177112
"CD8_Rooney",-0.178393081890285,0.281490629813054,-0.730104578309368,0.373318414528799,0.526247709649326,0,0.879711279673142,0.814209883177112
"CD8_Sade-Feldman ",-0.822952975026177,0.613757505912247,-2.02589558185531,0.379989631802957,0.179971156991742,0,0.422762371669394,0.814209883177112
"CD8_Tcells_Bindea",0.525695055141586,0.725991878917841,-0.897222880605946,1.94861299088912,0.469000678508233,0,0.952325965605484,0.814209883177112
"CellCycle",-1.22080655471584,0.945713014872391,-3.07437000357652,0.632756894144841,0.196743627351356,0.383501279721599,0.165532012038783,0.814209883177112
"CIN25_Carter",-0.524871954719834,0.492170846516048,-1.48950908813188,0.439765178692211,0.286223615427944,0.415315608280002,0.144516386506405,0.814209883177112
"CIN70_Carter",-0.56194827821443,0.632762981566863,-1.80214093283566,0.678244376406804,0.374494209754629,0.517129166903525,0.0817186663501302,0.814209883177112
"Co-Inhibition-APC_Rooney",-0.347052813464325,0.442561880413608,-1.21445816000532,0.520352533076669,0.432928350323242,0,0.749012485976653,0.814209883177112
"Co-Inhibition-Tcell_Rooney",-0.415552569853185,0.34163981548522,-1.08515430388913,0.254049164182755,0.223852758700548,0,0.987995803741401,0.814209883177112
"Co-Stimulation-Tcell_Rooney",-0.281240713587803,0.349557865121997,-0.966361539739626,0.403880112564021,0.421072909762939,0,0.855199445319525,0.814209883177112
"COX-IS_Bonavita",-0.13578911087861,0.198975283522267,-0.5257735003959,0.25419527863868,0.494959440842143,0.438992574885367,0.129174204999421,0.814209883177112
"CYT_Davoli",-0.254174930959192,0.284946571554452,-0.812659948724084,0.3043100868057,0.372388062126182,0,0.84875824742446,0.814209883177112
"CYT_Rooney",-0.2230006539675,0.276593646198701,-0.765114238869569,0.319112930934568,0.420104911034375,0,0.745456024493755,0.814209883177112
"Cytotoxic-cells_Danaher",-0.256504072917873,0.301167817800314,-0.84678214910901,0.333774003273264,0.39438164831739,0,0.902295633024547,0.814209883177112
"DC_Bindea",-0.539437131417757,0.397231272632399,-1.31799611931027,0.239121856474756,0.174466030116515,0,0.487784654492117,0.814209883177112
"DC_Danaher",-0.231646082170949,0.373631703119845,-0.963950763768208,0.500658599426309,0.535267608384953,0.264022721111777,0.245506840473704,0.814209883177112
"DNA_replication",-0.511502011978368,0.462566935071301,-1.4181165451572,0.395112521200459,0.268817311207149,0.185146208586992,0.296777924989063,0.814209883177112
"EMT_Thompson",0.684110634663356,0.479394101728733,-0.255484539125892,1.6237058084526,0.153570724683065,0,0.646384508652771,0.814209883177112
"Eosinophils_Bindea",-0.683664687752247,0.808726310446802,-2.26873912957794,0.901409754073443,0.397909998971678,0,0.79661955577288,0.814209883177112
"GPAGs",-0.674018841782073,0.674254920742787,-1.99553420283685,0.647496519272698,0.317479981443145,0.159361477013971,0.313009575947433,0.814209883177112
"ICB-resistance_Peng",-0.316733612283108,0.434960109196353,-1.16923976101957,0.535772536453354,0.466497271878891,0,0.984260160062099,0.814209883177112
"ImmuneCells_Xiong",1.16557124131071,1.15340782876239,-1.09506656255012,3.42620904517154,0.312233949397677,0,0.658635796937738,0.814209883177112
"ImmuneScore_Roh",-0.294832363068842,0.339026034797946,-0.959311181094239,0.369646454956556,0.384494329618513,0,0.832739447864567,0.814209883177112
"ImmunoScore_Hao",-0.526253489219727,0.423474460951103,-1.3562481810564,0.303741202616947,0.213976857404421,0,0.942429906149751,0.814209883177112
"IMPRES_Auslander",0.505825892914087,0.810421360113937,-1.08257078521119,2.09422257103937,0.53252794468345,0,0.808247172836602,0.814209883177112
"Inflammatory_Thompson",-0.270816070862146,0.302445007840463,-0.863597393533387,0.321965251809096,0.37056126709891,0,0.959015079493019,0.814209883177112
"IPSOV_Shen",-1.87536870673038,1.42894881359335,-4.67605691712458,0.925319503663819,0.189381363966667,0.16462350065819,0.309721248914307,0.814209883177112
"M1_Hwang",-0.490297090762762,0.616226412238282,-1.69807866507213,0.717484483546604,0.426238755063405,0,0.979527788349202,0.814209883177112
"Macrophage_Danaher",-0.238877211233938,0.300568289685601,-0.827980233912518,0.350225811444643,0.426757851287389,0,0.499600378410573,0.814209883177112
"MHC-I_Liu",-0.407086123797997,0.531887028780509,-1.44956554405181,0.635393296455819,0.444056010129488,0.115478593805686,0.339920940095457,0.814209883177112
"MHC-I_Rooney",-0.283500240382799,0.414228211574287,-1.09537261644884,0.52837213568324,0.493718878570536,0.440129554162017,0.128445770645255,0.814209883177112
"MHC-II_Liu",-0.602712143910645,0.553971657118608,-1.68847664031909,0.483052352497798,0.276602294898411,0,0.66531221608003,0.814209883177112
"Myeloid-DC_Helmink",-0.493565264936753,0.332447888541489,-1.14515115321446,0.15802062334095,0.1376393476893,0,0.96585865983656,0.814209883177112
"Neutrophils_Rooney",-0.344631708616053,0.538325384182284,-1.39973007357702,0.710466656344911,0.522047657241969,0,0.754170196561029,0.814209883177112
"NonResponse_Chen",-0.640196393262259,0.664671303730592,-1.9429282101315,0.662535423606983,0.33545849324351,0.495318964155671,0.094334434391908,0.814209883177112
"Nucleotide-excision-repair",-0.698484259296919,0.613250254176407,-1.90043267099271,0.503464152398872,0.254708445798545,0,0.492707734686507,0.814209883177112
"PassON_Du",-0.964850376499147,1.06979495872395,-3.06160996644061,1.13190921344232,0.367108847588691,0.27962817251801,0.235136836069247,0.814209883177112
"peri-Tcell_Hwang",-0.433659100824842,0.577273127250137,-1.56509363947792,0.697775437828233,0.45252028424175,0,0.943247877325476,0.814209883177112
"Response_Chen",-0.502560227776498,0.396462345646681,-1.27961214647026,0.274491690917267,0.204936723888216,0,0.949888791553373,0.814209883177112
"STAT1_Care",-0.203240509288218,0.318673330681309,-0.827828760257007,0.42134774168057,0.523622963149295,0,0.96873311082692,0.814209883177112
"T-helper-cells_Bindea",-0.793934314103207,0.545772843758701,-1.86362943161027,0.275760803403854,0.145753064227422,0,0.816918141062587,0.814209883177112
"Tcell-accumulation_Peng",-0.401969413960224,0.557865326935624,-1.49536536297771,0.691426535057262,0.471186919778823,0.149316929125958,0.319251028599077,0.814209883177112
"Tcell-exclusion_Arnon",-0.380961627437355,0.581358565870618,-1.52040347864762,0.758480223772912,0.512277544838418,0.250500920660472,0.254442608238219,0.814209883177112
"Tcell-inflamed_Ayers",-0.297774310896906,0.296196264099519,-0.878308320887277,0.282759699093464,0.31473907797602,0,0.858905892492309,0.814209883177112
"Tcell-regulatory_Peng",-0.495857916980007,0.690298488793536,-1.84881809359776,0.857102259637749,0.472557584201867,0,0.563995580392623,0.814209883177112
"Teff-IFNG_Fehrenbacher",-0.254658178916514,0.291280895326116,-0.825558243140282,0.316241885307254,0.381971175728432,0,0.919749553376281,0.814209883177112
"TFH_Bindea",-0.529496149531102,0.793087132589095,-2.08391836600787,1.02492606694567,0.50436385580952,0.254666438851752,0.251695232782967,0.814209883177112
"TIS_Damotte",-0.229090157715185,0.319781946009235,-0.855851254799417,0.397670939369047,0.473747538368601,0,0.82698221254155,0.814209883177112
"TLS_Cabrita",-0.373475679192961,0.387262194186026,-1.13249563237153,0.385544273985606,0.33484539749415,0,0.701315570894787,0.814209883177112
"TMEscoreA_plus",-0.535737551157943,0.395568880492487,-1.31103831032805,0.239563208012159,0.175625678203748,0,0.676595851668268,0.814209883177112
"TMEscoreB_plus",0.987322146588311,0.642485374121751,-0.271926047284064,2.24657034046069,0.124361120099187,0.0935994961240142,0.352981116623957,0.814209883177112
"TypeI-IFNReponse_Rooney",0.221513144686765,0.334427729682767,-0.433953160922956,0.876979450296486,0.507737479193175,0,0.97698544075055,0.814209883177112
"VIGex_Hernando-Calvo",-0.23569402107353,0.312186606940842,-0.847568527133342,0.376180484986281,0.450262180812974,0,0.957994717221446,0.814209883177112
"WNT_target",-0.315673903193467,0.457746021566481,-1.21283961953026,0.581491813143331,0.490428938034168,0.227323179167712,0.269632144743109,0.814209883177112
"CD8_Tcells_Danaher",-0.139000221352003,0.267652325009861,-0.66358913874974,0.385588696045733,0.603529752242991,0,0.964987228821714,0.846509262886272
"EMTstroma_Wang",-0.369340242384812,0.697145422620308,-1.73572016270757,0.997039677937947,0.596257968091768,0.560710410511972,0.0585132476905408,0.846509262886272
"IRG_Ayers",-0.116119795330019,0.203982796498863,-0.515918729933554,0.283679139273516,0.569177883034833,0,0.720148599444252,0.846509262886272
"NK-cells_Danaher",-0.151814275285051,0.288208414730876,-0.716692388198951,0.413063837628849,0.598366021195822,0,0.766115340164933,0.846509262886272
"proliferation_Pabla",-0.175285520077216,0.330944379593714,-0.823924584966848,0.473353544812416,0.596352882713734,0.433088032438951,0.132970265236343,0.846509262886272
"Teff_McDermott",-0.159491457310314,0.29738852702904,-0.742362259702648,0.42337934508202,0.591746606050421,0,0.963773642910862,0.846509262886272
"KDM5A_Wang",-0.334533059069334,0.677939759495769,-1.66327057136879,0.994204453230118,0.62169082110021,0.507255091725925,0.0873574311070393,0.860802675369521
